t,y_numerical,y_analytical,error
4.8100000000,-0.4461123571,-0.4448179387,0.0012944183
4.8150000000,-0.4433945149,-0.4421009180,0.0012935968
4.8200000000,-0.4406653870,-0.4393726421,0.0012927449
4.8250000000,-0.4379250429,-0.4366331802,0.0012918626
4.8300000000,-0.4351735518,-0.4338826019,0.0012909500
4.8350000000,-0.4324109837,-0.4311209768,0.0012900069
4.8400000000,-0.4296374086,-0.4283483751,0.0012890335
4.8450000000,-0.4268528968,-0.4255648670,0.0012880298
4.8500000000,-0.4240575189,-0.4227705232,0.0012869957
4.8550000000,-0.4212513458,-0.4199654143,0.0012859314
4.8600000000,-0.4184344485,-0.4171496117,0.0012848368
4.8650000000,-0.4156068985,-0.4143231865,0.0012837119
4.8700000000,-0.4127687674,-0.4114862105,0.0012825569
4.8750000000,-0.4099201271,-0.4086387555,0.0012813716
4.8800000000,-0.4070610498,-0.4057808937,0.0012801561
4.8850000000,-0.4041916079,-0.4029126975,0.0012789104
4.8900000000,-0.4013118741,-0.4000342395,0.0012776346
4.8950000000,-0.3984219214,-0.3971455927,0.0012763287
4.9000000000,-0.3955218228,-0.3942468301,0.0012749927
4.9050000000,-0.3926116518,-0.3913380252,0.0012736266
4.9100000000,-0.3896914821,-0.3884192516,0.0012722306
4.9150000000,-0.3867613877,-0.3854905833,0.0012708044
4.9200000000,-0.3838214426,-0.3825520943,0.0012693484
4.9250000000,-0.3808717214,-0.3796038590,0.0012678623
4.9300000000,-0.3779122986,-0.3766459522,0.0012663464
4.9350000000,-0.3749432490,-0.3736784485,0.0012648006
4.9400000000,-0.3719646480,-0.3707014231,0.0012632249
4.9450000000,-0.3689765707,-0.3677149513,0.0012616194
4.9500000000,-0.3659790928,-0.3647191088,0.0012599841
4.9550000000,-0.3629722902,-0.3617139711,0.0012583190
4.9600000000,-0.3599562387,-0.3586996145,0.0012566243
4.9650000000,-0.3569310148,-0.3556761150,0.0012548998
4.9700000000,-0.3538966949,-0.3526435492,0.0012531457
4.9750000000,-0.3508533558,-0.3496019938,0.0012513620
4.9800000000,-0.3478010743,-0.3465515256,0.0012495487
4.9850000000,-0.3447399277,-0.3434922218,0.0012477059
4.9900000000,-0.3416699933,-0.3404241597,0.0012458336
4.9950000000,-0.3385913488,-0.3373474169,0.0012439319
5.0000000000,-0.3355040718,-0.3342620711,0.0012420007
